,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,Cluster
2044,0.0338,1948,0.928,"['Igor Stravinsky', 'Columbia Symphony Orchestra']",0.256,60693,0.141,0,54LzbMQiziEbFMJAEysPGS,0.121,4,0.757,-19.781,0,L'Oiseau de feu: Intercession des princesses - 1910 version,1,1948,0.0529,101.454,2
2045,0.436,1986,0.00758,['Frank Zappa'],0.259,290587,0.715,0,6JOSrjAwtkMWXm7quBdyGm,0.0237,7,0.0744,-11.966,1,Night School,36,1986-11-15,0.0445,119.978,4
2046,0.574,2013,0.045,['Casey Donahew'],0.502,189453,0.91,0,31xSvFVADJ5IpUVngFt433,0.0,7,0.334,-4.36,1,Go to Hell,46,2013-04-16,0.0626,187.876,4
2047,0.7070000000000001,1984,0.00161,['Twisted Sister'],0.5529999999999999,267640,0.6509999999999999,0,7kkp5zbybXp9irVxfT2h4O,0.00206,2,0.0692,-14.316,1,Don't Let Me Down,33,1984-05-10,0.0332,105.328,1
2048,0.399,1949,0.995,['Suraiya'],0.37,177733,0.251,0,0Jjvc9K9m0xud8myuKovFn,0.0151,7,0.113,-10.92,0,Tum Man Ki Peeda Kya Samjho,0,1949-08-24,0.0447,181.167,0
2049,0.27,2017,0.126,"['Ariana Grande', 'John Legend']",0.489,227928,0.54,0,7wMPhUSe6CZga1vOMpLTJP,0.0,6,0.103,-7.046,1,Beauty and the Beast,67,2017-03-10,0.0288,81.4,4
2050,0.966,1978,0.357,['Tom Waits'],0.672,197622,0.726,0,43dz5W2FnvUIzA84hFEPkZ,2.060000000000001e-05,11,0.139,-9.376,0,Whistlin' Past The Graveyard,35,1978-09-05,0.114,62.883,1
2051,0.625,2009,0.527,['MaMuse'],0.696,319120,0.337,0,1Ai56euRE3lHMBUp3COUyV,0.0,0,0.116,-6.8,1,Glorious,45,2009-02-26,0.0357,46.722,0
2052,0.7829999999999999,1984,0.0292,['Bob Marley & The Wailers'],0.901,333960,0.59,0,1oagqULfj7bchynHkGSXwE,0.000152,11,0.264,-7.497999999999997,0,"Jamming - 12"" Single",41,1984-05-01,0.0695,123.208,1
2053,0.851,1991,0.0174,['Luther Vandross'],0.602,402413,0.911,0,6ep87j7rt6j8Fok55N9NOs,3.47e-05,0,0.0735,-6.615,1,Power of Love / Love Power,41,1991-04-26,0.0387,92.357,1
2054,0.54,2009,0.249,"['Drake', 'Kanye West', 'Lil Wayne', 'Eminem']",0.457,357707,0.906,1,5UsLjwBaTHBX4ektWIr4XX,0.0,5,0.182,-2.278,0,Forever,70,2009-05-15,0.342,104.02,4
2055,0.424,1980,0.0265,['Judas Priest'],0.578,238293,0.8540000000000001,0,0VFfZVCFNe1I2IIChVBR5m,0.00141,6,0.146,-6.558,0,Metal Gods,47,1980,0.0296,101.181,4
2056,0.362,1983,0.0226,['U2'],0.418,287293,0.933,0,1DqLP1tdl64VVUZPFsB0Bi,0.000205,1,0.162,-7.006,1,Like A Song... - Remastered 2008,30,1983-02-28,0.086,148.599,4
2057,0.639,1979,0.727,"['Johnny Pacheco', 'Hector Casanova']",0.488,382360,0.8590000000000001,0,5AWbnZ1k5cMwUAJ3uIIdcl,0.0332,5,0.154,-8.472000000000001,1,Agua De Clavelito,41,1979-06-01,0.042,102.487,1
2058,0.29,1995,0.000105,['Mad Season'],0.446,344907,0.65,0,6NQZtrzKlUkY81Bw00avaI,0.000173,11,0.173,-6.61,0,I'm Above,43,1995,0.0256,81.518,4
2059,0.904,1976,0.42,['Parliament'],0.6509999999999999,318533,0.619,0,6X2ORvWPODdShC2YUjX3ZV,7.61e-06,1,0.6709999999999999,-16.906,0,Getten To Know You,28,1976-09-29,0.083,108.834,1
2060,0.296,1948,0.951,"['Wolfgang Amadeus Mozart', 'Budapest String Quartet']",0.331,351600,0.134,0,2jEq7rCG572ZlBnPImMxgd,0.00831,7,0.197,-17.505,1,"Quartet No. 14 in G Major for Strings, K. 387: I. Allegro vivace assai",0,1948,0.0445,121.226,2
2061,0.1689999999999999,1960,0.708,['Nancy Wilson'],0.461,317973,0.19,0,7CuqVZJuYQNrhutJLvBl8j,0.000265,7,0.226,-16.24,0,I Can't Make You Love Me,12,1960,0.0287,110.801,2
2062,0.288,1925,0.988,['Tommy Dorsey'],0.473,185747,0.0887,0,3fHgV9OfktqOegAvEP6zlv,0.0,0,0.118,-13.93,1,Star Dust,20,1925,0.0418,78.675,2
2063,0.625,1972,0.368,['Chuck Jackson'],0.376,139533,0.504,0,0jHpO6NhB35tEjRgwcvPLA,1.72e-06,0,0.162,-9.454,1,I Don't Want To Cry,35,1972,0.0372,140.79399999999995,4
2064,0.463,1989,0.14,['Melissa Etheridge'],0.5670000000000001,334840,0.341,0,7FBvLQKKxnrTeqnO9VegIa,3.16e-06,2,0.0833,-14.787,1,You Used To Love To Dance,28,1989-01-01,0.0397,73.47800000000002,1
2065,0.604,1999,0.114,"['Limp Bizkit', 'Method Man']",0.752,289867,0.753,1,5SEBSAio1N77Vbrj1cAEGb,0.0,6,0.317,-7.721,0,N 2 Gether Now,62,1999,0.357,102.549,1
2066,0.622,1996,0.382,"['Wu Bai', 'China Blue']",0.672,391027,0.568,0,5KdZLYyoBP0qsjDTDP28do,0.0,4,0.22,-8.757,0,挪威的森林,50,1996-06-18,0.0293,136.594,1
2067,0.61,2019,0.525,['Josh A'],0.789,188042,0.509,1,39LJCSHy7nB1akjmhMQ7Y7,7.55e-06,6,0.0936,-8.629,0,Pain,74,2019-01-12,0.277,75.009,1
2068,0.564,1983,0.229,['Billy Joel'],0.628,236707,0.5479999999999999,0,4Qw41GUmS4rF7GR3am9Rt6,0.0,10,0.555,-7.5070000000000014,1,Leave a Tender Moment Alone,52,1983-08-08,0.0423,109.92,4
2069,0.7390000000000001,1980,0.316,['Los Baron De Apodaca'],0.672,200213,0.485,0,4cqK9ZrhqmpTuL1HcMRIhJ,0.0,5,0.107,-6.148,1,Cuando Nadie Te Quiera,54,1980-01-01,0.0333,102.76,1
2070,0.396,1975,0.816,['Brian Eno'],0.735,240160,0.353,0,0ikLV7zMypPFyLH57cKpRO,0.74,0,0.111,-14.287,1,Golden Hours - 2004 Digital Remaster,42,1975-09-01,0.0421,119.06,0
2071,0.88,1969,0.016,['Quicksilver Messenger Service'],0.456,314373,0.475,0,0cNGBAQX1VpcFNm5QtS1go,0.8079999999999999,6,0.179,-14.052,0,When You Love,25,1969,0.0318,89.162,1
2072,0.961,1982,0.0928,['Daryl Hall & John Oates'],0.638,197920,0.743,0,4sJtdODESGXr8qMFYZmau5,3.68e-06,5,0.108,-11.295,1,Italian Girls,26,1982-10-04,0.0298,131.766,1
2073,0.52,2000,0.66,['Necro'],0.752,278987,0.514,1,2u2KcpSa5GhXwmQPnhomU9,0.0,9,0.0934,-8.986,0,I Need Drugs,42,2000,0.0879,90.016,1
2074,0.542,1956,0.994,"['Ewan MacColl', 'Peggy Seeger']",0.642,299853,0.108,0,5NPTVFVQSEdLlNYfn7GFtI,0.0,4,0.0998,-16.17,1,The False Lover Won Back,5,1956,0.0463,117.666,0
2075,0.489,1976,0.78,['Jessi Colter'],0.693,136173,0.197,0,6tpFpiVY3o657S33Nz22pD,1.64e-05,5,0.12,-11.198,1,I'm Looking for Blue Eyes,30,1976-01-12,0.0367,108.219,0
2076,0.14,1951,0.816,"['Otakar Parik', 'Ywan Kawaciuk']",0.33,116410,0.385,0,26SR35zbtasp7HmcUA5pdE,0.931,5,0.163,-13.483,1,Overture (Edited),0,1951-05-01,0.072,73.181,2
2077,0.7929999999999999,1931,0.995,"['Francisco Canaro', 'Charlo']",0.67,183000,0.22,0,2ocQO5vxDsMJokziOG9tRr,0.598,2,0.153,-11.932,1,Princesita Sevillana - Remasterizado,0,1931-12-12,0.115,121.622,0
2078,0.385,2020,0.487,['Wild Rivers'],0.732,199391,0.328,0,3d3LHam2Lc5ADEyJxG3fXE,0.0,5,0.0677,-8.13,1,Thinking 'Bout Love,66,2020-05-01,0.0327,141.789,0
2079,0.873,1967,0.304,['The Isley Brothers'],0.613,139747,0.551,0,5M8bHVAmWQVaqp2CQgSfDD,0.0,0,0.415,-9.054,1,That's The Way Love Is,38,1967-01-01,0.0333,131.414,1
2080,0.47,1977,0.5920000000000001,['Fleetwood Mac'],0.598,228413,0.314,0,3bG0XMhDTUoMkAV2pFAbNb,3.91e-06,2,0.32,-9.723,0,Oh Daddy - Early Take,38,1977-02-04,0.0388,132.488,0
2081,0.8959999999999999,1974,0.00409,['The Amboy Dukes'],0.485,297842,0.807,0,2RpK4rx8wfXJS1brkMDeT6,0.494,8,0.0488,-10.632,1,The Great White Buffalo,43,1974,0.0336,146.762,1
2082,0.412,1947,0.995,['Prodyut Narayan'],0.484,163307,0.146,0,4QYfaFPdKM5Zc5luUGOeFv,0.89,3,0.21,-16.289,1,Garo Pahar Garo Pahar,0,1947-12-31,0.156,84.009,2
2083,0.531,1938,0.936,"['Billie Holiday', 'Teddy Wilson']",0.642,185333,0.138,0,2boCJ7WREmEIX9g5hwzVpg,0.00016,7,0.109,-12.629,1,More Than You Know (with Teddy Wilson & His Orchestra) - Take 1,21,1938,0.0475,98.608,0
2084,0.565,1927,0.941,['Jimmie Rodgers'],0.5710000000000001,208000,0.718,0,21010f0ucoaLEEn4khQKZb,0.0,3,0.309,-3.902,1,T for Texas,0,1927,0.0294,78.84899999999998,0
2085,0.759,1986,0.665,['Dwight Yoakam'],0.612,145040,0.336,0,2aiKAGgLhvrpNfCshxnvbG,1.05e-06,7,0.382,-12.697,1,Miner's Prayer,26,1986,0.0318,107.418,0
2086,0.8109999999999999,2016,0.0812,['Anne-Marie'],0.7559999999999999,205593,0.589,1,0OwX5aROoW1Iip8FV51Efg,0.0,0,0.176,-5.093,1,Alarm,62,2016-05-20,0.232,146.928,1
2087,0.411,2008,0.142,['The Hoosiers'],0.578,228200,0.642,0,7sL05OTVdmVcwsAG2IBf1G,0.000699,11,0.1689999999999999,-5.6960000000000015,0,Killer,40,2008-04-15,0.029,105.002,4
2088,0.0749,1972,0.993,"['Leoš Janáček', 'Rudolf Firkusny']",0.242,128453,0.0444,0,6nDQJu8aCM7dkPDQcVKtZ7,0.911,8,0.0983,-25.016,0,"On An Overgrown Path (Po zarostlém chodnicku), JW 8/17 / Book 1: 5. Stebetaly jak lastovicky (They chattered like swallows)",28,1972-01-01,0.0446,86.73200000000001,2
2089,0.599,2020,0.354,['Fleet Foxes'],0.514,244187,0.755,0,3pYB28IRzhtR5cHXLINchp,0.0664,11,0.144,-8.455,1,Can I Believe You,69,2020-09-22,0.03,77.415,1
2090,0.51,1962,0.7140000000000001,['Roy Orbison'],0.523,181093,0.339,0,590io0JY8XbPbkSRWcxTgM,4.42e-06,5,0.205,-9.419,1,The Great Pretender,41,1962-01-01,0.0259,102.971,0
2091,0.628,1986,0.0384,['Najee'],0.569,309773,0.452,0,0Jk1MHGuJBYFXbjscrziUZ,0.402,5,0.0435,-16.027,0,Can't Hide Love,23,1986,0.0338,76.348,1
2092,0.966,1998,0.5329999999999999,['Banda Sinaloense MM'],0.629,129560,0.5329999999999999,0,4HMxfNzokt7s7zPFN0LdI1,0.913,10,0.057,-8.435,0,El Son de los Aguacates,45,1998-03-10,0.134,101.739,1
2093,0.853,1978,0.0862,['Bruce Springsteen'],0.609,242453,0.778,0,0M1YQiRGel1tTMjA3orfRd,1.16e-05,4,0.278,-7.547999999999999,1,Badlands,58,1978-06-02,0.0485,122.614,1
2094,0.6940000000000001,1942,0.968,['Claudio Villa'],0.468,154227,0.16,0,5hXp7e3ExmJ2wvnYQn8WTg,0.0,10,0.0725,-13.499,1,Nannì (Una gita a li castelli),1,1942-11-13,0.0518,109.031,0
2095,0.264,1945,0.995,"['Claude Debussy', 'William Kapell']",0.473,148267,0.0404,0,3mQZySNJqQI9HAXMeInR3y,0.931,11,0.0875,-28.034,1,Children's Corner: Serenade for the Doll,0,1945,0.0369,132.36,2
2096,0.0748,2007,0.546,['This Will Destroy You'],0.645,416333,0.188,0,3cIG78oBauowzEbkBwWADN,0.836,6,0.0952,-19.37,1,They Move on Tracks of Never-Ending Light,50,2007-01-08,0.0377,119.999,2
2097,0.618,1997,0.439,['Stereolab'],0.682,330467,0.616,0,56l4CzpusvjLJ1LnFl0KX3,0.5670000000000001,6,0.119,-11.498,0,Brakhage,38,1997-09-22,0.0643,138.97799999999998,1
2098,0.341,1936,0.958,['Robert Johnson'],0.623,170040,0.232,0,7gv30PQxq4n8zcCRijYSuD,0.00113,8,0.1689999999999999,-11.162,0,Kind Hearted Woman Blues - Take 1,13,1936,0.0432,86.397,0
2099,0.467,1972,0.7859999999999999,['Dr. Hook'],0.578,176027,0.459,0,5E6NXPn1YBVtq8IEfRnKad,0.0,7,0.152,-11.459,1,The Things I Didn't Say,30,1972,0.0436,105.358,0
2100,0.3229999999999999,1963,0.952,['Odetta'],0.4320000000000001,249627,0.208,0,3OdeDpJjyhNP8AfAtyXxeM,8.36e-06,0,0.104,-13.755999999999998,1,Blowin' In the Wind,15,1963-12-31,0.0352,78.49,2
2101,0.605,1984,0.619,['Rocío Dúrcal'],0.501,201773,0.229,0,6tfPmubfNV4jjVwTT9X06A,0.0,9,0.172,-16.037,1,Diferentes,52,1984,0.0271,102.052,0
2102,0.1669999999999999,1963,0.8220000000000001,['Frank Sinatra'],0.296,181413,0.187,0,5ukovjsTqkuD6CZ7MlLwCT,0.0,3,0.235,-12.387,1,My Heart Stood Still,14,1963-05,0.0347,119.717,2
2103,0.642,1957,0.924,['Muddy Waters'],0.52,177213,0.343,0,3Bu3JJvvTzEYnz61x4plF2,0.00618,5,0.141,-9.388,1,She Moves Me,27,1957-04-02,0.0899,180.544,0
2104,0.366,2017,0.0283,"['Bebe Rexha', 'Ty Dolla $ign']",0.6559999999999999,197253,0.615,1,4ZJPwET9Jrgpkqi4Vo3Yg8,0.0,5,0.234,-6.252000000000002,1,Bad Bitch (feat. Ty Dolla $ign),66,2017-02-16,0.0539,139.91,4
2105,0.974,1990,0.421,['Mary Chapin Carpenter'],0.5660000000000001,200507,0.85,0,0yuyZjs0tjOJx3tjQhhXYX,0.0,9,0.0306,-10.723,1,Down at the Twist and Shout,32,1990-10-09,0.0495,192.263,1
2106,0.192,1957,0.945,['Gene Autry'],0.289,77973,0.307,0,3rk1Sty7msqr5xgIv0kibc,0.0,6,0.173,-10.79,1,O Little Town Of Bethlehem,19,1957-01-01,0.0439,138.142,2
2107,0.376,1991,0.317,['Diamond Rio'],0.402,227920,0.8170000000000001,0,7LvK43IERbcLsuabmyKQgi,0.0,1,0.105,-3.756,1,Beautiful Mess,55,1991,0.0406,177.342,4
2108,0.335,1999,0.384,['Cristian Castro'],0.5670000000000001,302027,0.5579999999999999,0,7jGRbq5vmbIMLoheE4oJnM,3.39e-06,7,0.0734,-6.601,1,Si Me Ves Llorar,51,1999-05-01,0.0242,79.01,1
2109,0.337,1948,0.959,"['Ludwig van Beethoven', 'Jascha Heifetz']",0.341,395427,0.19,0,1jg7AnPVD5LiNpFE0pH4Vb,0.601,5,0.0796,-14.886,1,"Sonata No. 5, Op. 24 ""Spring"" in F: Allegro",0,1948,0.0466,79.167,2
2110,0.5720000000000001,1998,0.5710000000000001,['Elliott Smith'],0.682,193760,0.444,0,3pwj90XGAD6I0jO3q6fkCx,0.0,7,0.11,-8.716000000000001,1,Baby Britain,48,1998-01-01,0.0327,119.547,0
2111,0.8370000000000001,1989,0.0528,['Operation Ivy'],0.281,63600,0.956,0,3a5kBTVtaiXKyobGGw8kTQ,0.00502,2,0.3229999999999999,-3.565,1,Bombshell - 2007 Remaster,40,1989,0.151,174.459,4
2112,0.304,1978,0.86,['Silvio Rodríguez'],0.594,183789,0.0635,0,22ylgu9GmOdAQztIjRpXJO,2.06e-06,0,0.109,-15.725,1,Te Doy Una Canción,55,1978-01-01,0.0592,131.181,0
2113,0.5529999999999999,1977,0.0302,['Fleetwood Mac'],0.511,294467,0.883,0,2m7LB5YNXRgeYD5JCCJt28,0.168,5,0.929,-8.01,1,Go Your Own Way - Live 1977,43,1977-02-04,0.0577,135.614,4
2114,0.7190000000000001,2008,0.0659,"['Three 6 Mafia', 'Pimp C', 'Project Pat']",0.773,227213,0.914,1,7oNCvSzpeW7JLfYy00MYA2,0.0,11,0.376,-4.765,0,I Got (feat. Pimp C & Project Pat) - Explicit Album Version,41,2008-06-21,0.165,153.365,1
2115,0.42,1985,0.122,['Legião Urbana'],0.281,150467,0.866,0,7hkQhMFq4EOTYwX3I7cgmA,0.00355,0,0.324,-10.628,1,Será,65,1985-01-01,0.0647,193.928,4
2116,0.415,1990,0.00484,['Public Enemy'],0.797,282640,0.5820000000000001,0,1yo16b3u0lptm6Cs7lx4AD,2.04e-06,2,0.517,-12.97,1,Fight The Power,60,1990-04-10,0.255,105.974,1
2117,0.7190000000000001,1959,0.359,['Wayne Shorter'],0.5670000000000001,299000,0.3720000000000001,0,5aQqXWvSVhwMviNj8Kg7aL,0.0862,5,0.3229999999999999,-14.548,0,Harry's Last Stand,10,1959-01-01,0.0462,99.977,0
2118,0.392,1971,0.45,['Funkadelic'],0.578,587787,0.979,0,0m3C4IR5NsZnRPafCjvTFZ,0.201,11,0.314,-9.254,1,Wars of Armageddon,37,1971-07-12,0.0778,126.75,4
2119,0.343,2018,0.0217,['girl in red'],0.54,204991,0.381,0,3h3pOvw6hjOvZxRUseB7h9,0.000687,7,0.305,-14.323,1,i wanna be your girlfriend,79,2018-03-02,0.0347,155.882,4
2120,0.505,1998,0.00533,"['The LOX', 'DMX', ""Lil' Kim""]",0.706,270493,0.747,1,3MbBa8FMMgp9D39s7Cozl9,0.0,9,0.204,-3.901,0,"Money, Power & Respect (feat. DMX & Lil' Kim)",54,1998-01-13,0.286,95.547,1
2121,0.35,2017,0.257,"['Majid Jordan', 'PARTYNEXTDOOR']",0.913,212547,0.223,0,6RD9GItAGZ3gbUbx14okHF,8.78e-05,11,0.0786,-12.421,0,One I Want (feat. PARTYNEXTDOOR),58,2017-10-27,0.321,139.968,1
2122,0.159,1926,0.993,"['Frédéric Chopin', 'Arthur Rubinstein']",0.397,231573,0.0714,0,4rHwSgSxRM2UDWEZD7BOoa,0.898,8,0.155,-19.297,1,"Valses, Op. 34: No. 1 in A-Flat Major",0,1926,0.0444,73.376,2
2123,0.8440000000000001,1970,0.000926,['Ram Jam'],0.518,235800,0.74,0,2gCg7yKK7h7WzGt8Dl2bj2,0.00156,11,0.211,-7.976,0,Black Betty,32,1970,0.0852,117.092,1
2124,0.584,2019,0.0142,['Ciara'],0.746,204150,0.825,0,7ssEhls1ZYEGtBsoovkMSe,0.0107,1,0.121,-4.666,1,Level Up,69,2019-05-10,0.1689999999999999,152.914,1
2125,0.8320000000000001,2016,0.385,['LEGADO 7'],0.6709999999999999,172747,0.551,1,1DoeAYZPdp1RPea7cqDH4m,2.75e-05,7,0.471,-10.809,0,El Afro (En Vivo),58,2016-04-20,0.0499,79.459,1
2126,0.601,1992,0.0866,['Social Distortion'],0.565,248427,0.949,0,04UxhdQYMbNmrJ3Q7I9uFO,2.12e-05,3,0.303,-7.383999999999999,1,Born To Lose,33,1992-02-11,0.044,118.187,4
2127,0.644,2010,0.0302,"['Janelle Monáe', 'Big Boi']",0.6409999999999999,262587,0.6729999999999999,0,1ljzHUgt2SU2ADkhfa9eBC,0.000868,5,0.219,-10.72,0,Tightrope (feat. Big Boi) - Big Boi Vocal Edit,55,2010-05-17,0.0918,167.97799999999995,4
2128,0.831,1965,0.8170000000000001,['Javier Solís'],0.6990000000000001,164187,0.292,0,77LEwUpcW34RcnvLO59er6,0.000275,9,0.162,-12.45,1,Una Limosna,41,1965-11-29,0.0352,119.121,0
2129,0.73,1980,0.0872,['Gladys Knight & The Pips'],0.672,279000,0.887,0,3nyKkvzqkPJHqBBELbDHQD,3.1e-06,10,0.0716,-5.568,1,"Bourgie', Bourgie'",40,1980,0.04,120.33,1
2130,0.5329999999999999,1937,0.95,['Duke Ellington'],0.6679999999999999,174560,0.301,0,6hYelfRUDCsVQQyJGX5bDH,0.248,0,0.0997,-12.568,1,"Take the ""A"" Train",0,1937,0.0363,84.13600000000002,0
2131,0.56,1950,0.561,"['Georgette Heyer', 'Brigitte Carlsen']",0.7170000000000001,133866,0.217,0,1CuHtH9EGIbqxjg0tVIjhf,0.0,7,0.132,-16.563,0,Kapitel 5 - Die drei Ehen der Grand Sophy,2,1950,0.954,117.625,3
2132,0.5479999999999999,1964,0.716,['Nara Leão'],0.735,129667,0.494,0,28BSCtSAR6HQmdrt823rg4,1.23e-06,11,0.324,-8.463,0,Diz Que Fui Por Ai,27,1964-01-01,0.0672,80.01,0
2133,0.0579,1952,0.935,['Jackie Gleason'],0.0983,199827,0.24,0,3CPPlnZmH69XASQfvFVoQW,0.68,0,0.12,-12.601,1,I Only Have Eyes For You,22,1952-11-03,0.0343,74.10300000000002,2
2134,0.263,1991,3.69e-06,['Nirvana'],0.262,184040,0.969,0,5mJGLBNJM0GULqAoL5mb9C,0.00213,4,0.133,-4.675,1,Breed,58,1991-09-26,0.0894,158.433,4
2135,0.7709999999999999,1956,0.7140000000000001,"['Daniel Santos', 'La Sonora Matancera']",0.855,180133,0.157,0,06ZS8hs5u4630N5eNNthM1,0.0066799999999999,2,0.313,-13.639,1,El Juego De La Vida,40,1956-01-01,0.0648,111.748,0
2136,0.0463,1952,0.986,"['Franz Joseph Haydn', 'Berliner Philharmoniker', 'Wilhelm Furtwängler']",0.136,379000,0.0554,0,327oumvUiWbvaACetrRmSK,0.535,10,0.0903,-23.855,1,"Symphony No. 88 in G Major, Hob. I:88: 2. Largo",0,1952-01-01,0.0372,87.78200000000002,2
2137,0.21,1961,0.7609999999999999,['Ahmad Jamal'],0.598,240347,0.0785,0,2RlMA0iUfb7wSJjiWYJZm0,0.764,10,0.6829999999999999,-24.937,1,Sweet And Lovely - Live At The Alhambra/1961,10,1961-02-16,0.0494,82.971,2
2138,0.895,1947,0.421,['張琍敏'],0.397,171200,0.718,0,3Oi7XTi1Mq9L6kLP6x9pz7,0.000289,3,0.0868,-8.29,0,小小羊兒要回家,1,1947-05-01,0.0406,138.286,1
2139,0.777,2009,0.111,"['Plies', 'Ne-Yo']",0.643,214293,0.907,0,56du2aCIzpCG7sI5geIvCC,0.0,5,0.4370000000000001,-6.1670000000000025,0,"Bust It Baby, Pt. 2",41,2009-01-01,0.3720000000000001,80.917,1
2140,0.485,2007,0.277,['MiMS'],0.621,253707,0.6,1,0AA6zq5ArZ1sSH7VIMi4NK,0.0,8,0.495,-6.349,1,This Is Why I'm Hot,60,2007-01-01,0.5760000000000001,80.021,3
2141,0.42,1962,0.643,['David Shire'],0.307,194900,0.314,0,44vJopDZRgcwD2qO9onauH,0.867,8,0.052,-13.931,1,Overture,12,1962,0.04,128.345,2
2142,0.416,2009,0.0518,['Green Day'],0.268,321093,0.742,0,64yrDBpcdwEdNY9loyEGbX,0.0,5,0.626,-4.939,1,21 Guns,76,2009-05-15,0.0355,159.779,4
2143,0.523,2002,0.682,['Santo & Johnny'],0.466,137485,0.308,0,0kyAOmAramsZyQcUbtyr8A,0.867,2,0.6990000000000001,-7.049,1,Sugar Song,44,2002,0.0339,184.27,0
2144,0.312,2004,0.000498,['Taking Back Sunday'],0.314,233867,0.946,0,6r2EjEQh33dR5Ofxf5r79T,0.0,7,0.187,-4.732,1,One-Eighty By Summer,44,2004-07-27,0.119,152.179,4
2145,0.868,1999,0.0721,['Donell Jones'],0.8270000000000001,241800,0.487,0,1sZLO7n7ap5F6w9KhCRPPm,0.0014,10,0.0544,-6.474,0,U Know What's Up,43,1999-05-29,0.0531,103.016,1
2146,0.936,1962,0.384,"[""Booker T. & the M.G.'s""]",0.733,215267,0.913,0,4KZsVYEX3h2Zo7TeC1OrVF,0.892,10,0.0519,-8.792,1,I Got a Woman,29,1962,0.063,113.78,1
2147,0.961,1980,0.232,['DEVO'],0.6970000000000001,165907,0.5770000000000001,0,4mNZFzb5ZVJ3qfe0I6zCNj,0.000356,9,0.0637,-14.904000000000002,1,Planet Earth,25,1980-05-15,0.0351,75.734,1
2148,0.329,2004,0.964,['Feist'],0.852,136427,0.0562,0,3RYbXTVdT6XtRkr36XZWrc,0.0,9,0.123,-16.293,0,Gatekeeper,43,2004-01-01,0.049,109.808,0
2149,0.354,2000,0.74,"['Billy Bragg', 'Wilco']",0.327,386440,0.385,0,4OeQKOUwR6vMNy7WZChltZ,1.49e-05,5,0.142,-10.162,1,Remember the Mountain Bed,41,2000,0.0434,68.556,2
2150,0.5760000000000001,1947,0.994,['Rita Abatzi'],0.387,186015,0.277,0,6Ov7ZAdFqxVF3QtCyNY99i,0.0013,1,0.188,-10.629,1,Η Μαρίτσα η Σμυρνιά,0,1947-01-01,0.036,80.984,0
2151,0.645,1965,0.49,['Ramsey Lewis Trio'],0.652,351427,0.515,0,3l2pObHGPzGmgRWDlAbUJN,0.14,7,0.962,-19.55,1,"The ""In"" Crowd - Live At The Bohemian Caverns, Washington, D.C., 1965",42,1965-01-01,0.118,143.004,4
2152,0.0488,1928,0.996,"['Alexander Scriabin', 'Vladimir Horowitz']",0.319,326067,0.155,0,0Ej3jxkJli8EbfcRBp4Brr,0.917,4,0.126,-18.728,1,"Sonata No. 3, Op. 23 in F-Sharp Minor: IV. Presto con fuoco; Meno mosso",0,1928,0.036,66.947,2
2153,0.765,1940,0.403,['Эрнест Хемингуэй'],0.633,203500,0.103,1,2lwcpxNfQ3PEE9eBVTWhmJ,0.0,7,0.563,-17.987000000000005,1,Часть 55.2 - По ком звонит колокол,1,1940,0.956,79.968,3
2154,0.687,2018,0.374,"['Tiësto', 'Dzeko', 'Preme', 'Post Malone']",0.747,215760,0.8340000000000001,1,4kWO6O1BUXcZmaxitpVUwp,0.0,3,0.0586,-2.867,0,Jackie Chan,75,2018-05-18,0.045,128.005,1
2155,0.879,2012,0.0368,['Robbie Williams'],0.715,201053,0.7909999999999999,0,5NlFXQ0si6U87gXs6hq81B,0.0,10,0.0694,-6.63,1,Candy,72,2012-11-05,0.0414,116.043,1
2156,0.387,2001,0.0808,['Jimmy Eat World'],0.65,261933,0.6409999999999999,0,07Bw7ACBw1xzhKpXrraskA,0.00397,10,0.408,-7.223,1,Get It Faster,42,2001-07-17,0.0347,118.229,4
2157,0.183,1988,0.862,['Steve Green'],0.423,265822,0.081,0,5XmUeWqVf9b8y3584efyp8,0.0,9,0.24,-21.048,1,Cherish The Treasure,38,1988-01-01,0.0291,72.916,2
2158,0.269,1955,0.991,"['Wolfgang Amadeus Mozart', 'Franco Calabrese', 'Glyndebourne Festival Orchestra', 'Graziella Sciutti', 'Rise Stevens', 'Sena Jurinac', 'Sesto Bruscantini', 'Vittorio Gui']",0.379,335533,0.123,0,2txCqVppS7Ki9VvMnKNjE5,0.00351,2,0.108,-19.999,1,"Le nozze di Figaro, K. 492, Act IV Scene 11: Pian, pianin (Cherubino, Contessa) - Ecco qui la mia Susanna! (Conte, Susanna, Figaro, Cherubino, Contessa)",8,1955,0.0545,92.901,2
2159,0.343,1939,0.992,['Umm Kulthum'],0.461,1388053,0.426,0,5Q38JHnx8aPR2vcQWnZtuV,0.8240000000000001,0,0.225,-10.748,1,Einy Ya Einy,2,1939-01-01,0.156,112.553,2
2160,0.447,1937,0.932,['Robert Johnson'],0.68,150667,0.187,0,4RzFnBP0EDGpX9CfUdLTda,3.53e-06,6,0.15,-13.954,0,Walkin' Blues,32,1937,0.074,107.509,0
2161,0.067,1977,0.624,"['Dennis Wilson', 'Taylor Hawkins']",0.356,265507,0.384,0,3lkQ3VopiHm3WCXpkPuUQW,0.486,6,0.0948,-13.42,1,Holy Man - Taylor Hawkins Version,36,1977,0.0363,124.746,2
